PlantName,PubMed ID,Activity,Targets,Paper Title
Shorea robusta,23290431,antibacterial,Pseudomonas aeruginosa,
Shorea robusta,23290431,antibacterial,Escherichia coli,
Shorea robusta,23290431,spermicidal,rats,
Shorea robusta,22611916,Wound healing,rats,
Shorea robusta,23290431,antifungal,Candida tropicalis,
Sinapis alba,19799675,antibacterial,Clostridium difficile,
Sinapis alba,19799675,antibacterial,Clostridium perfringens,
Sinapis alba,19799675,antibacterial,Escherichia coli,
Solanum indicum,16678369,antifungal,Saccharomyces cerevisiae,
Solanum indicum,16678369,antifungal,Aspergillus niger,
Solanum melongena,,anti-toothache,toothache,HIGH THERAPEUTIC POTENTIAL OF SPILANTHES ACMELLA: A REVIEW
Solanum niger,,antiviral,Human immunodeficiency virus type 1,ANTIVIRAL POTENTIAL OF MEDICINAL PLANTS: AN OVERVIEW
Solanum nigrum,21247464,antiviral,Hepatitis C Virus,
Solanum nigrum,15476301,antibacterial,Salmonella typhi,
Solanum nigrum,20668877,larvicidal,Culex quinquefasciatus,
Solanum nigrum,,antiviral,Herpes Simplex Virus,ANTIVIRAL POTENTIAL OF MEDICINAL PLANTS: AN OVERVIEW
Solanum surattense,20462416,anti-malarial,Plasmodium falciparum,
Solanum torvum,19085005,larvicidal,Anopheles subpictus,
Solanum torvum,19085005,larvicidal,Culex tritaeniorhynchus,
Solanum villosum,18387176,larvicidal,Stegomyia aegypti,
Solenostemon monostachys,22654215,antibacterial,Bacillus subtilis,
Solenostemon monostachys,22654215,antibacterial,Staphylococcus aureus,
Solenostemon monostachys,23259718,Antisickling,human sickle cell blood,
Sophora flavescens,16364643,antiviral,hepatitis B virus,
Sophora flavescens,16364643,antiviral,hepatitis B virus,
Sophora flavescens,16364643,antiviral,hepatitis B virus,
Sophora flavescens,16364643,antiviral,hepatitis B virus,
Spatholobus suberectus Dunn,21717161,antiviral,coxsackievirus B3,
Sphaeranthus indicus,16678369,antibacterial,Staphylococcus epidermidis,
Sphaeranthus indicus,16678369,antibacterial,Staphylococcus aureus,
Sphaeranthus indicus,16678369,antibacterial,Micrococcus luteus,
Sphaeranthus indicus,16678369,antibacterial,Bordetella bronchiseptica,
Sphaeranthus indicus,16678369,antibacterial,Bacillus subtilis,
Sphaeranthus indicus,16678369,antibacterial,Bacillus pumilus,
Sphaeranthus indicus,16678369,antibacterial,Bacillus cereus var mycoides,
Sphaeranthus indicus,16678369,antibacterial,Klebsiella pneumoniae,
Sphaeranthus indicus,16678369,antibacterial,Streptococcus faecalis,
Sphaeranthus indicus,16678369,antifungal,Saccharomyces cerevisiae,
Sphaeranthus indicus,16678369,antifungal,Candida albicans,
Sphaeranthus indicus,16678369,antifungal,Aspergillus niger,
Spilanthes acmella Murr.,,anti-toothache,toothache,HIGH THERAPEUTIC POTENTIAL OF SPILANTHES ACMELLA: A REVIEW
Spilanthes americana,16483385,antibacterial,Staphylococcus aureus,
Stachys cretica,19370886,antibacterial,Pseudomonas aeruginosa,
Stachys cretica,19370886,antibacterial,Bacillus subtilis,
Stachys lavandulifolia,23074920,antibacterial,Staphylococcus aureus,
Stachys lavandulifolia,23074920,antibacterial,Salmonella typhimurium,
Stachytarpheta dichotoma,,antivenom,Bothrops jaracaca,Anti-snake venom properties of medicinal plants
Streblus asper,,anti-toothache,toothache,HIGH THERAPEUTIC POTENTIAL OF SPILANTHES ACMELLA: A REVIEW
Strophanthus sp.,,antivenom,E. carinatus,Anti-snake venom properties of medicinal plants
Struthanthus  orbicularis,,antivenom,Bothrops asper,Anti-snake venom properties of medicinal plants
Stryphnodendron adstringens,,antiviral,Polio virus,ANTIVIRAL POTENTIAL OF MEDICINAL PLANTS: AN OVERVIEW
Swertia chirata,,antiviral,Herpes Simplex Virus,ANTIVIRAL POTENTIAL OF MEDICINAL PLANTS: AN OVERVIEW
Swietenia macrophylla,22497816,antiviral,hepatitis C virus,
Swietenia mahogani,21602779,antifungal,Candida albicans,
Symplocos racemosa,16678369,antibacterial,Micrococcus luteus,
Syzygium aromaticum,21501041,antibacterial,Staphylococcus aureus,
Syzygium aromaticum,21501041,antibacterial,Staphylococcus epidermidis,
Syzygium aromaticum,21501041,antibacterial,Streptococcus pyogenes,
Syzygium aromaticum,21501041,antibacterial,Salmonella enterica,
Syzygium aromaticum,21501041,antibacterial,Pseudomonas aeruginosa,
Syzygium aromaticum,11054840,antiviral,hepatitis C virus,
Syzygium aromaticum,8904847,antibacterial,Porphyromonas gingivalis,
Syzygium aromaticum,8904847,antibacterial,Prevotella intermedia,
Syzygium aromaticum,,anti-toothache,toothache,HIGH THERAPEUTIC POTENTIAL OF SPILANTHES ACMELLA: A REVIEW
Syzygium cumini,20442821,antibacterial,Vibrio cholerae,
Syzygium cumini,20442821,antibacterial,Vibrio parahaemolyticus,
Tabernaemontana corymbosa,18778099,cytotoxicity,human KB cells,
Tabernaemontana divaricata,23944995,cytotoxicity,HL-60,
Tabernaemontana divaricata,23944995,cytotoxicity,SMMC-7721,
Tabernaemontana divaricata,23944995,cytotoxicity,A-549,
Tabernaemontana divaricata,23944995,cytotoxicity,MCF-7,
Tabernaemontana divaricata,23944995,cytotoxicity,SW480,
Tagetes pusilla,10190189,antiviral,vesicular stomatitis virus,
Tamarindus indica,16518004,antibacterial,Burkholderia pseudomallei,
Tamarindus indica,,antivenom,Viper russelli,Anti-snake venom properties of medicinal plants
Tamarix nilotica,19666102,antiviral,HSV-1,
Tanacetum santolinoides,12240986,antifungal,Candida albicans,
Tanacetum santolinoides,12240986,antibacterial,Escherichia coli,
Tanacetum santolinoides,12240986,antibacterial,Bacillus subtilis,
Tanacetum sinaicum,19666102,antiviral,poliomyelitis-1 virus,
Tephrosia crassifolia,10685103,antiviral,dengue virus,
Tephrosia madrensis,10685103,antiviral,dengue virus,
Tephrosia purpurea,16678369,antifungal,Saccharomyces cerevisiae,
Tephrosia purpurea,16678369,antifungal,Aspergillus niger,
Tephrosia viridiflora,10685103,antiviral,dengue virus,
Terminalia arjuna,15476301,antibacterial,Salmonella typhi,
Terminalia belerica,20442821,antibacterial,Vibrio cholerae,
Terminalia belerica,20442821,antibacterial,Vibrio parahaemolyticus,
Terminalia bentzoe,18848979,anti-malarial,Plasmodium falciparum,
Terminalia chebula,20336211,antibacterial,Klebsiella pneumoniae,
Terminalia sericea,17582701,antibacterial,Staphylococcus epidermidis,
Tetrapleura tetraptera,22112366,anti-malarial,Plasmodium falciparum,
Teucrium polium,20593515,antibacterial,Brucella melitensis,
Thespesia populnea,16678369,antifungal,Candida albicans,
Thespesia populnea,16678369,antifungal,Saccharomyces cerevisiae,
Thymus linearis,18955262,antiviral,HSV-1,
Thymus linearis,,antiviral,Herpes Simplex Virus,ANTIVIRAL POTENTIAL OF MEDICINAL PLANTS: AN OVERVIEW
Thymus syriacus,23645957,antibacterial,brucella melitensis,
Tinospora crispa,,anti-toothache,toothache,HIGH THERAPEUTIC POTENTIAL OF SPILANTHES ACMELLA: A REVIEW
Toona ciliata,21718504,antibacterial,Bacillus subtilis,
Toona ciliata,21718504,antibacterial,Micrococcus luteus,
Toona ciliata,21718504,antibacterial,Salmonella setubal,
Toona ciliata,21718504,antibacterial,Pseudomonas pickettii,
Trachyspermum ammi,11054840,antiviral,hepatitis C virus,
Trachyspermum ammi,21967692,larvicidal,Culex quinquefasciatus,
Trachyspermum ammi,21967692,larvicidal,Anopheles stephensi,
Tribulus terrestris ,22368416,aphrodisiac activity,albino rats,
Trichilia heudelotti,20162089,antibacterial,Pseudomonas aeruginosa,
Trichilia heudelotti,20162089,antibacterial,Escherichia coli,
Tridax procumbens,22359419,Antiprotozoal,Plasmodium falciparum,
Tridax procumbens,10433484,antibacterial,Aeromonas hydrophilla,
Tridax procumbens,10433484,antibacterial,Bacillus cerues,
Tridax procumbens,21808141,larvicidal,Anopheles subpictus,
Tridax procumbens,21808141,larvicidal,Culex tritaeniorhynchus,
Turreanthus africanus,20161952,anti-malarial,Plasmodium falciparum,
Urtica dioica,23608375,Anti-mycobacterial,MDR strain of M. tuberculosis,
Valeriana amurensis,18074850,anti-hyperspasmia,anti-hyperspasmia,
Ventilago denticulata,14638393,antiviral,phosphonoacetate-resistant HSV-1,
Ventilago denticulata,14638393,antiviral,thymidine kinase-deficient HSV-1,
Ventilago denticulate,,antiviral,Herpes Simplex Virus I,ANTIVIRAL POTENTIAL OF MEDICINAL PLANTS: AN OVERVIEW
Veratrum album,23351780,urease inhibitory,urea amidohydrolases,
Verbascum thapsus,18955262,antiviral,influenza virus,
Verbascum Thapsus,,antiviral,Influenza Virus,ANTIVIRAL POTENTIAL OF MEDICINAL PLANTS: AN OVERVIEW
Verbuscum thapsus,,antiviral,herpesvirus type 1,Antiviral screening of British Columbian medicinal plants
Vernonia condensata,,antivenom,Bothrops jaracaca,Anti-snake venom properties of medicinal plants
Viola canescens,21288335,anti-malarial,Plasmodium falciparum,
Viola canescens,21527328,anti-malarial,Plasmodium falciparum,
Viola canescens,21527328,Antiprotozoal,Trypanosoma cruzi,
Viola websteri Hemsl,18830630,anti-malarial,Plasmodium falciparum,
Vitex negundo,19085005,larvicidal,Anopheles subpictus,
Vitex negundo,19085005,larvicidal,Culex tritaeniorhynchus,
Vitex pseudo-negundo,20593515,antibacterial,Brucella melitensis,
Vitis negundo,,antivenom,Vipera  russellii,Anti-snake venom properties of medicinal plants
Vitis negundo,,antivenom,Naja kaouthia,Anti-snake venom properties of medicinal plants
Vitis vinifera,,antivenom,viper russelli,Anti-snake venom properties of medicinal plants
Warburgia salutaris,,Abortion,,"Warburgia salutaris(Bertol. f.) Chiov.: A multi-use ethnomedicinal plant species ,Journal of Medicinal Plants Research Vol. 7(2), pp. 53-60, 10 January, 2013"
Warburgia salutaris,,Backache,,"Warburgia salutaris(Bertol. f.) Chiov.: A multi-use ethnomedicinal plant species ,Journal of Medicinal Plants Research Vol. 7(2), pp. 53-60, 10 January, 2013"
Warburgia salutaris,,Blood disorders,,"Warburgia salutaris(Bertol. f.) Chiov.: A multi-use ethnomedicinal plant species ,Journal of Medicinal Plants Research Vol. 7(2), pp. 53-60, 10 January, 2013"
Warburgia salutaris,,Chest complaints,,"Warburgia salutaris(Bertol. f.) Chiov.: A multi-use ethnomedicinal plant species ,Journal of Medicinal Plants Research Vol. 7(2), pp. 53-60, 10 January, 2013"
Warburgia salutaris,,Constipation,,"Warburgia salutaris(Bertol. f.) Chiov.: A multi-use ethnomedicinal plant species ,Journal of Medicinal Plants Research Vol. 7(2), pp. 53-60, 10 January, 2013"
Warburgia salutaris,,Cough,,"Warburgia salutaris(Bertol. f.) Chiov.: A multi-use ethnomedicinal plant species ,Journal of Medicinal Plants Research Vol. 7(2), pp. 53-60, 10 January, 2013"
Warburgia salutaris,,Diarrhoea,,"Warburgia salutaris(Bertol. f.) Chiov.: A multi-use ethnomedicinal plant species ,Journal of Medicinal Plants Research Vol. 7(2), pp. 53-60, 10 January, 2013"
Warburgia salutaris,,Febrile complaints,,"Warburgia salutaris(Bertol. f.) Chiov.: A multi-use ethnomedicinal plant species ,Journal of Medicinal Plants Research Vol. 7(2), pp. 53-60, 10 January, 2013"
Warburgia salutaris,,Indigestion,,"Warburgia salutaris(Bertol. f.) Chiov.: A multi-use ethnomedicinal plant species ,Journal of Medicinal Plants Research Vol. 7(2), pp. 53-60, 10 January, 2013"
Warburgia salutaris,,Influenza,,"Warburgia salutaris(Bertol. f.) Chiov.: A multi-use ethnomedicinal plant species ,Journal of Medicinal Plants Research Vol. 7(2), pp. 53-60, 10 January, 2013"
Warburgia salutaris,,Headache,,"Warburgia salutaris(Bertol. f.) Chiov.: A multi-use ethnomedicinal plant species ,Journal of Medicinal Plants Research Vol. 7(2), pp. 53-60, 10 January, 2013"
Warburgia salutaris,,Fever,,"Warburgia salutaris(Bertol. f.) Chiov.: A multi-use ethnomedicinal plant species ,Journal of Medicinal Plants Research Vol. 7(2), pp. 53-60, 10 January, 2013"
Warburgia salutaris,,Loss of appetite,,"Warburgia salutaris(Bertol. f.) Chiov.: A multi-use ethnomedicinal plant species ,Journal of Medicinal Plants Research Vol. 7(2), pp. 53-60, 10 January, 2013"
Warburgia salutaris,,antiMalaria,,"Warburgia salutaris(Bertol. f.) Chiov.: A multi-use ethnomedicinal plant species ,Journal of Medicinal Plants Research Vol. 7(2), pp. 53-60, 10 January, 2013"
Warburgia salutaris,,Nightmares,,"Warburgia salutaris(Bertol. f.) Chiov.: A multi-use ethnomedicinal plant species ,Journal of Medicinal Plants Research Vol. 7(2), pp. 53-60, 10 January, 2013"
Warburgia salutaris,,Penial irritation,,"Warburgia salutaris(Bertol. f.) Chiov.: A multi-use ethnomedicinal plant species ,Journal of Medicinal Plants Research Vol. 7(2), pp. 53-60, 10 January, 2013"
Warburgia salutaris,,Pneumonia,,"Warburgia salutaris(Bertol. f.) Chiov.: A multi-use ethnomedicinal plant species ,Journal of Medicinal Plants Research Vol. 7(2), pp. 53-60, 10 January, 2013"
Warburgia salutaris,,Purgative,,"Warburgia salutaris(Bertol. f.) Chiov.: A multi-use ethnomedicinal plant species ,Journal of Medicinal Plants Research Vol. 7(2), pp. 53-60, 10 January, 2013"
Warburgia salutaris,,Rheumatism,,"Warburgia salutaris(Bertol. f.) Chiov.: A multi-use ethnomedicinal plant species ,Journal of Medicinal Plants Research Vol. 7(2), pp. 53-60, 10 January, 2013"
Warburgia salutaris,,Sinus,,"Warburgia salutaris(Bertol. f.) Chiov.: A multi-use ethnomedicinal plant species ,Journal of Medicinal Plants Research Vol. 7(2), pp. 53-60, 10 January, 2013"
Warburgia salutaris,,Skin complaints,,"Warburgia salutaris(Bertol. f.) Chiov.: A multi-use ethnomedicinal plant species ,Journal of Medicinal Plants Research Vol. 7(2), pp. 53-60, 10 January, 2013"
Warburgia salutaris,,Skin irritation,,"Warburgia salutaris(Bertol. f.) Chiov.: A multi-use ethnomedicinal plant species ,Journal of Medicinal Plants Research Vol. 7(2), pp. 53-60, 10 January, 2013"
Warburgia salutaris,,Snake bites,,"Warburgia salutaris(Bertol. f.) Chiov.: A multi-use ethnomedicinal plant species ,Journal of Medicinal Plants Research Vol. 7(2), pp. 53-60, 10 January, 2013"
Warburgia salutaris,,Sores on the penis,,"Warburgia salutaris(Bertol. f.) Chiov.: A multi-use ethnomedicinal plant species ,Journal of Medicinal Plants Research Vol. 7(2), pp. 53-60, 10 January, 2013"
Warburgia salutaris,,Skin sores,,"Warburgia salutaris(Bertol. f.) Chiov.: A multi-use ethnomedicinal plant species ,Journal of Medicinal Plants Research Vol. 7(2), pp. 53-60, 10 January, 2013"
Warburgia salutaris,,Sore throat,,"Warburgia salutaris(Bertol. f.) Chiov.: A multi-use ethnomedicinal plant species ,Journal of Medicinal Plants Research Vol. 7(2), pp. 53-60, 10 January, 2013"
Warburgia salutaris,,Stomach pain,,"Warburgia salutaris(Bertol. f.) Chiov.: A multi-use ethnomedicinal plant species ,Journal of Medicinal Plants Research Vol. 7(2), pp. 53-60, 10 January, 2013"
Warburgia salutaris,,Stomach ulcers,,"Warburgia salutaris(Bertol. f.) Chiov.: A multi-use ethnomedicinal plant species ,Journal of Medicinal Plants Research Vol. 7(2), pp. 53-60, 10 January, 2013"
Warburgia salutaris,,To increase blood in body,,"Warburgia salutaris(Bertol. f.) Chiov.: A multi-use ethnomedicinal plant species ,Journal of Medicinal Plants Research Vol. 7(2), pp. 53-60, 10 January, 2013"
Warburgia salutaris,,Toothache,,"Warburgia salutaris(Bertol. f.) Chiov.: A multi-use ethnomedicinal plant species ,Journal of Medicinal Plants Research Vol. 7(2), pp. 53-60, 10 January, 2013"
Warburgia salutaris,,Venereal diseases,,"Warburgia salutaris(Bertol. f.) Chiov.: A multi-use ethnomedicinal plant species ,Journal of Medicinal Plants Research Vol. 7(2), pp. 53-60, 10 January, 2013"
Wilbrandia ebracteata,,antivenom,Bothrops jaracaca,Anti-snake venom properties of medicinal plants
Withania somnifera,,antiviral,Human simplex virus type 2,ANTIVIRAL POTENTIAL OF MEDICINAL PLANTS: AN OVERVIEW
Withania somnifera,,antivenom,Naja naja,Anti-snake venom properties of medicinal plants
Xanthium strumarium,21847597,Antiplasmodial,Plasmodium berghei-infected BALB/c mice,
Xylopia aethiopica,,antibacterial,Staphylococcus aureus,Phytochemical and antimicrobial studies of extract of the fruit of Xylopia aethiopica for medicinal importance
Xylopia aethiopica,,antibacterial,Escherichia coli,Phytochemical and antimicrobial studies of extract of the fruit of Xylopia aethiopica for medicinal importance
Xylopia aromatica,,antiviral,BoHV-1,EVALUATION OF THE ANTIVIRAL ACTIVITY OF BRAZILIAN CERRADO PLANTS AGAINST ANIMAL VIRUSES
Xylopia aromatica,16713157,anti-malarial,Plasmodium falciparum,
Xylopia aromatica,17019779,larvicidal,A. aegypti larvae,
Xylopia laevigata,,antifungal,Candida glabrata,ent-KAURANE DITERPENOIDS AND OTHER CONSTITUENTS FROM THE STEM OF Xylopia laevigata
Xylopia laevigata,,antifungal,Candida dubliniensis,ent-KAURANE DITERPENOIDS AND OTHER CONSTITUENTS FROM THE STEM OF Xylopia laevigata
Xylopia laevigata,,larvicidal,A. aegypti larvae,ent-KAURANE DITERPENOIDS AND OTHER CONSTITUENTS FROM THE STEM OF Xylopia laevigata
Zanthoxylum chiloperone var. angustifolium,12820240,antifungal,Aspergillus fumigatus,
Zanthoxylum chiloperone var. angustifolium,12820240,antifungal,Aspergillus niger,
Zanthoxylum chiloperone var. angustifolium,12820240,antifungal,Candida albicans,
Zanthoxylum chiloperone var. angustifolium,12820240,antifungal,Saccharomyces cerevisiae,
Zanthoxylum chiloperone var. angustifolium,12820240,antifungal,Trichosporon beigelii,
Zanthoxylum chiloperone var. angustifolium,12820240,antifungal,Trichosporon cutaneum,
Zanthoxylum chiloperone var. angustifolium,12820240,antifungal,Trichophyton mentagrophytes var. interdigitale,
Zanthoxylum chiloperone var. angustifolium,12820240,antifungal,Geotrichum candidum,
Zanthoxylum chiloperone var. angustifolium,12820240,antifungal,Cryptococcus neoformans,
Zanthoxylum chiloperone var. angustifolium,12820240,antifungal,Aspergillus terreus,
Zanthoxylum chiloperone var. angustifolium,12820240,antifungal,Candida glabrata,
Zanthoxylum chiloperone var. angustifolium,12820240,antifungal,Candida tropicalis,
Zanthoxylum chiloperone var. angustifolium,12820240,antifungal,Trichophyton mentagrophytes var. interdigitale,
Zanthoxylum davyi,17582701,antibacterial,Staphylococcus aureus,
Zanthoxylum davyi,17582701,antibacterial,Staphylococcus epidermidis,
Zanthoxylum zanthoxyloides,19921259,Antiplasmodial,Plasmodium falciparum,
Zingiber officinale,20336211,antibacterial,Escherichia coli,
Zingiber officinalis,20806076,Antiglycating potential,rats,
ZIZIPHORA HISPANICA,,antibacterial,Bacillus subtilis,CHEMICAL COMPOSITION AND ANTIBACTERIAL ACTIVITY OF ESSENTIAL OIL OF ZIZIPHORA HISPANICA L.
ZIZIPHORA HISPANICA,,antibacterial,Citrobacter sp.,CHEMICAL COMPOSITION AND ANTIBACTERIAL ACTIVITY OF ESSENTIAL OIL OF ZIZIPHORA HISPANICA L.
ZIZIPHORA HISPANICA,,antibacterial,Escherichia coli,CHEMICAL COMPOSITION AND ANTIBACTERIAL ACTIVITY OF ESSENTIAL OIL OF ZIZIPHORA HISPANICA L.
ZIZIPHORA HISPANICA,,antibacterial,Enterobacter sp.,CHEMICAL COMPOSITION AND ANTIBACTERIAL ACTIVITY OF ESSENTIAL OIL OF ZIZIPHORA HISPANICA L.
ZIZIPHORA HISPANICA,,antibacterial,Klebsiella pneumoniae,CHEMICAL COMPOSITION AND ANTIBACTERIAL ACTIVITY OF ESSENTIAL OIL OF ZIZIPHORA HISPANICA L.
ZIZIPHORA HISPANICA,,antibacterial,Pseudomonas aeruginosa,CHEMICAL COMPOSITION AND ANTIBACTERIAL ACTIVITY OF ESSENTIAL OIL OF ZIZIPHORA HISPANICA L.
ZIZIPHORA HISPANICA,,antibacterial,Staphylococcus aureus,CHEMICAL COMPOSITION AND ANTIBACTERIAL ACTIVITY OF ESSENTIAL OIL OF ZIZIPHORA HISPANICA L.
ZIZIPHORA HISPANICA,,antibacterial,Salmonella enterica,CHEMICAL COMPOSITION AND ANTIBACTERIAL ACTIVITY OF ESSENTIAL OIL OF ZIZIPHORA HISPANICA L.
ZIZIPHORA HISPANICA,,antifungal,Candida albicans,CHEMICAL COMPOSITION AND ANTIBACTERIAL ACTIVITY OF ESSENTIAL OIL OF ZIZIPHORA HISPANICA L.
