"","chemicals"
"2563","vanillin"
"2564","vomifoliol"
"2565","alpha-copaene"
"2566","beta-caryophyllene"
"2567","beta-selinene"
"2568","bicyclogermacrene"
"2569","germacrene-D"
"2570","spathulenol"
"2571","1,3,7-trihydroxy-2-(2-hydroxy-3-methyl-3-butenyl)-xanthone"
"2572","1,3,7-trihydroxy-5-methoxyxanthone"
"2573","1,3-dihydroxy-2,4-dimethoxyxanthone"
"2574","1,7-dihydroxy-2,3-[2''-(1-hydroxy-1-methylethyl)-dihydrofurano]-xanthone"
"2575","1,7-dihydroxy-5,6-dimethoxyxanthone"
"2576","4,5-dihydroxy-2,3-dimethoxyxanthone"
"2577","aspidinol C"
"2578","aspidinol D"
"2579","chinexanthone A"
"2580","hyperaspidinol A"
"2581","hyperaspidinol B"
"2582","hyperiones A"
"2583","hyperiones B"
"2584","-O-demethylkielcorin"
"2585","4-geranyloxy-1-(2-methylbutanoyl)-phloroglucinol"
"2586","4-geranyloxy-1-(2-methylpropanoyl)- phloroglucinol"
"2587","4-geranyloxy-2,6-dihydroxybenzophenone"
"2588","1,3,7-trihydroxy-8-(3-methyl-2-butenyl)-9H-xanthen-9-one"
"2589","1,4,5-trihydroxy-9H-xanthen-9-one"
"2590","1,6-dihydroxy-4-methoxy-9H-xanthen-9-one"
"2591","elliptophenone A"
"2592","elliptoxanthone A"
"2593","elliptoxanthone B"
"2594","3-methyl-but-2-en-1-yl beta-D: -glucopyranosyl (1 --> 6)-beta-D: -glucopyranoside"
"2595","4,6-dihydroxy-2-methoxyphenyl 1-O-beta-D: -glucopyranoside"
"2596","4-hydroxy-2,6-dimethoxyphenyl 1-O-alpha-L: -rhamnopyranosyl (1 --> 6)-beta-D: -glucopyranoside"
"2597","quercetin 3-O-(2''-acetyl)-beta-D: -glucopyranoside"
"2598","quercetin 3'-O-beta-D: -galactopyranoside "
"2599","1,3,7-trihydroxyxanthone"
"2600","1,3-dihydroxy-5-methoxyxanthone"
"2601","3,4,5-trihydroxyxanthone"
"2602","4-hydroxy-2,3-dimethoxyxanthone"
"2603","hypericorin A"
"2604","hypericorin B"
"2605","kielcorin"
"2606","papuaforin A"
"2607","papuaforin B"
"2608","papuaforin C"
"2609","papuaforin D"
"2610","papuaforin E"
"2611","prenylated phloroglucinol"
"2612","prolifenone A"
"2613","prolifenone B"
"2614","prolificin A"
"2615","1,3-dihydroxy-5-methoxyxanthone-4-sulfonate"
"2616","1,3-dihydroxy-5-O-beta-D-glycopyranosylxanthone-4-sulfonate"
"2617","hyperibones A"
"2618","hyperibones B"
"2619","hyperibones C"
"2620","hyperibones D"
"2621","hyperibones E"
"2622","hyperibones F"
"2623","hyperibones G"
"2624","hyperibones H"
"2625","hyperibones I"
"2626","Alkaloids"
"2627","acutumidine"
"2628","acutumine"
"2629","dauricumidine"
"2630","dauricumine"
"2631","dechloroacutumine"
"2632","glaziovine"
"2633","hypserpanines A"
"2634","hypserpanines B"
"2635","laurifoline"
"2636","magnoflorine"
"2637","pronuciferine"
"2638","S-reticuline"
"2639","Brevipolide A"
"2640","Brevipolide B"
"2641","Brevipolide C"
"2642","Brevipolide D"
"2643","Brevipolide E"
"2644","Brevipolide F"
"2645","Brevipolide G"
"2646","Brevipolide H"
"2647","Brevipolide I"
"2648","Brevipolide J"
"2649","1,8-cineol"
"2650","bomeol"
"2651","p-cimene"
"2652","1,8-cineole"
"2653","alpha-pinene"
"2654","beta-caryophyllene"
"2655","bicyclogermacrene"
"2656","Delta-3-carene"
"2657","germacrene B"
"2658","viridiflorene"
"2659","Pectinolide A"
"2660","Pectinolide B"
"2661","Pectinolide C"
"2662","Pectinolide D"
"2663","Pectinolide E"
"2664","Pectinolide F"
"2665","Pectinolide G"
"2666","Pectinolide H"
"2667","3,7,11,15-tetramethylhexadec-1-en-3-ol"
"2668","3,7,11,15-tetramethylhexadec-2-en-1-ol"
"2669","7,11,15-trimethyl-3-methylenehexadecane-1,2-diol"
"2670","aromadendr-1(10)-en-9-one"
"2671","cadina-10(15)-en-3-one"
"2672","cadina-4,10(15)-dien-3-one"
"2673","myo-inositol"
"2674","3 beta-hydroxyl-lup-20(29)-ene-24-methyl ester"
"2675","beta-sitosterol"
"2676","daucosterol"
"2677","lup-20(29)-ene-3 beta-, 24-diol"
"2678","lupeol"
"2679","mannitol"
"2680","ursolic acid"
"2681","oblonganoside A"
"2682","oblonganoside B"
"2683","oblonganoside C"
"2684","oblonganoside D"
"2685","oblonganoside E"
"2686","oblonganoside F"
"2687","3beta, 23-dihydroxy-urs-12-en-28-oic acid"
"2688","3beta-hydroxyurs-11-ene-13beta-olide"
"2689","alpha-amyrin"
"2690","lup-20 (29)-ene-3beta, 24-diol"
"2691","lupeol"
"2692","pomolic acid"
"2693","ursolic acid"
"2694","uvaol"
"2695","8-epideoxyloganic acid"
"2696","beta-sitosterol"
"2697","beta-sitosterol 6'-O-acyl-beta-D-glucopyranoside"
"2698","maslinic acid"
"2699","oleanolic acid"
"2700","piperin"
"2701","plantarenaloside"
"2702","ursolic acid"
"2703","incarvillosides A"
"2704","incarvillosides B"
"2705","incarvillosides C"
"2706","incarvillosides D"
"2707","1-O-feruloyl-3-O-(26""-hydroxylhexacosoyl) glycerol"
"2708","1-O-methyl-guaiacylglycerol"
"2709","6'-8""E, 11""E-octadecadienoyl-clionasterol-3-glucoside"
"2710","beta-daucosterol"
"2711","beta-sitosterol"
"2712","incarvine D"
"2713","piceid"
"2714","Batatinoside I"
"2715","beta-amyrin acetate"
"2716","caffeic acid"
"2717","citrusin C"
"2718","octadecyl caffeate"
"2719","scopoletin"
"2720","1,2,3,4-tetrahydro-beta-carboline-3-carboylic acid"
"2721","3,4-di-O-caffeoylquinic acid"
"2722","astragalin"
"2723","batatinoside I"
"2724","batatosides A"
"2725","batatosides B"
"2726","batatosides C"
"2727","batatosides D"
"2728","batatosides E"
"2729","batatosides F"
"2730","batatosides G"
"2731","caffeicacid"
"2732","citrusin C"
"2733","kaempferol"
"2734","rhamnetin"
"2735","rhamnocitrin"
"2736","simonin IV"
"2737","tiliroside"
"2738","(-)-lariciresinol"
"2739","(+) -isolariciresinol"
"2740","(+)-isolariciresinol"
"2741","(E)-3-(3', 5'-dimethoxy-4'-hydroxybenzylidene) -2-indolinone"
"2742","10H-indolo [3, 2-b] quinoline"
"2743","1-methoxy-3-indoleacetonitrile"
"2744","1-methoxy-3-indolecarbaldehyde"
"2745","2, 3-dihydropyrrolo [2, 1-b] quinazolin-9(1H) -one"
"2746","3-formylindole"
"2747","4 (3H)-quinazo-linone"
"2748","6-f-D-glucopyranosyldiosmetin"
"2749","adenosine"
"2750","benzoic acid"
"2751","deoxyvasicinone"
"2752","epigoitrin"
"2753","indirubin"
"2754","isovitexin"
"2755","lariciresinol"
"2756","lariciresinol-4,4'-bis-O-beta-D-glucopyranoside"
"2757","lariciresinol-4'-O-beta-D-glucopyranoside"
"2758","lariciresinol-9-O-beta-D-glucopyranoside"
"2759","o-droxy-benzoic acid"
"2760","ixerochinolide"
"2761","ixerochinoside"
"2762","(Z)-3-hexen-1-ol-beta-D-glucopyranoside"
"2763","ixerin Z"
"2764","ixerin Z-6'-p-hydroxyphenylacetate"
"2765","alkaloids"
"2766","coumarins"
"2767","Verbascoside"
"2768","1,8-cineole"
"2769","borneol"
"2770","bornyl acetate"
"2771","Camphor"
"2772","centaureidin"
"2773","chrysanthemol"
"2774","intermediol"
"2775","jasonin b"
"2776","jasonin-a"
"2777","jasonin-c"
"2778","(E)-3-hydroxy-5-methoxy-stilbene"
"2779","3, 5-dihydroxy-4-methoxybenzaldehyde"
"2780","3-O-methylquercetin"
"2781","4-hydroxybenzaldehyde"
"2782","5, 3', 4'-trihydroxy-3,7-dimethoxyflavone"
"2783","5, 6, 7-trimethoxycoumarin"
"2784","5,4'-dihydroxy-3, 7, 3'-trimethoxyflavone"
"2785","cimifugin"
"2786","coniferaldehyde"
"2787","isoscopoletin"
"2788","isovanillin"
"2789","omega-hydroxypropioquaiacone"
"2790","tomentin"
"2791","vanillic acid"
"2792","alpha-pinene"
"2793","beta-pinene"
"2794","limonene"
"2795","mircene"
"2796","sabinene"
"2797","ananosic acids B"
"2798","ananosic acids C"
"2799","kadcoccilactone A"
"2800","kadcoccilactone B"
"2801","kadcoccilactone C"
"2802","kadcoccilactone D"
"2803","kadcoccilactone E"
"2804","kadcoccilactone F"
"2805","kadcoccilactone G"
"2806","kadcoccilactone H"
"2807","kadcoccilactone I"
"2808","kadcoccilactone J"
"2809","kadlongilactone C"
"2810","kadlongilactone D"
"2811","kadlongilactone E"
"2812","kadlongilactone F"
"2813","2-hydroxyxanthone"
"2814","2-hydroxyxanthone"
"2815","5-hydroxy-1-methoxyxanthone"
"2816","kayeassamin A"
"2817","kayeassamin B"
"2818","kayeassamin C"
"2819","kayeassamin D"
"2820","kayeassamin E"
"2821","kayeassamin F"
"2822","kayeassamin G"
"2823","kayeassamin H"
"2824","kayeassamin I"
"2825","theraphin A"
"2826","theraphin B"
"2827","theraphin C"
"2828","theraphin D"
"2829","kniphofione A"
"2830","kniphofione B"
"2831","gallic acid"
"2832","hyperoside"
"2833","hyperoside-2""-O-acetyl"
"2834","hyperoside-2""-O-galloyl"
"2835","kaempferol"
"2836","kaempferol-3-O-(6""-acetyl)-beta-D-glucopyranoside"
"2837","kaempferol-3-O-D-glucopyranoside"
"2838","luteolin"
"2839","sitosterol glucoside"
"2840","4-terpineol"
"2841","camphene"
"2842","caryophyllene"
"2843","durenol"
"2844","L-alloaromadendrene"
"2845","limonene"
"2846","linalool"
"2847","o-methylthymol"
"2848","spathulenol"
"2849","thymol"
"2850","thymol acetate"
"2851","viridiflorene"
"2852","?-pinene"
"2853","?-terpinene"
"2854","?-terpineol"
"2855","?-terpinolene"
"2856","?-pinene"
"2857","?-cymene"
"2858","cyanogenic glycosides"
"2859","sesquiterpene lactone"
"2860","1-(2-phenylcarbonyloxy acetyl) benzene"
"2861","1,4-diphenyl-1,4-butanedione"
"2862","2,2'-oxy-bis(1-phenylethanol"
"2863","methyl linoleate"
"2864","p3-sitosterol"
"2865","P-daucosterol"
"2866","(-)-secoisolariciresinol"
"2867","(+)-isolariciresinol"
"2868","(+)-lariciresinol"
"2869","(+)-lariciresinol 9'-p-coumarate"
"2870","24R,5alpha-stigmast-3,6-dione"
"2871","beta-sitosterol"
"2872","ehletianol C"
"2873","ferulic acid"
"2874","isolariciresino"
"2875","isopimaric acid"
"2876","lariciresinol"
"2877","larixol"
"2878","secroisolariciresinol"
"2879","sesquipinsapol B"
"2880","vladinol D"
"2881","alpha-bisabolol"
"2882","alpha-pinene"
"2883","(-)-pinoresinol 4-O-beta-D-glucopyranoside"
"2884","asperuloside"
"2885","daucosterol"
"2886","isoscopletin"
"2887","isoscopletin-6-O-beta-D-glucopyranoside"
"2888","delaumonone A"
"2889","delaumonone B"
"2890","Alkaloids"
"2891","Alkaloid"
"2892","flavonoids"
"2893","2-oxo-3-hydroxy-eremophila-1(10),3,7(11),8-tetraen-8,12-olide"
"2894","4-hydroxy-2,5-dimethoxy-benzaldehyde"
"2895","6-angeloyloxy-furanoligularenone"
"2896","7-methoxy-coumarin"
"2897","beta-sitosterol"
"2898","caffeic acid"
"2899","daucosterol"
"2900","emodin"
"2901","ferulic acid"
"2902","lupeol"
"2903","oleanolic acid"
"2904","tiglic acid"
"2905","1-oxo-9-desoxycacalol"
"2906","1p, 10P3-epoxy-6beta, 8 beta-dihydroxy-eremophil7 (11) -en-12, 8alpha-olide"
"2907","3p, 16P3-dihydroxy-12-oleanen-28-al"
"2908","7alpha-hydroxy-9(10) -ene-1, 8-dioxo-6, 7-dihydrofuranoeremophilane"
"2909","bakkenolide"
"2910","benzofuranoeremophil-l-ene"
"2911","lupeol"
"2912","(4S)-p-menth-1-ene4, 7-diol"
"2913","3(R), 8(S), 9(Z)-falcarindiol"
"2914","4,5-dihydro-3-butylphthalide"
"2915","4-hydroxy-3-butylphthalide"
"2916","4-hydroxyl-3-butylphthalide"
"2917","aromadendrane-4alpha, 10beta-diol"
"2918","aromadendrane-4beta, 10alpha-diol"
"2919","aromadendrane-4beta, 10beta-diol"
"2920","augustic acid"
"2921","ferulic acid"
"2922","Ligustilide"
"2923","pregnenolone"
"2924","senkyunolide F"
"2925","senkyunolide I"
"2926","Xiongterpene"
"2927","xiongterpene"
"2928","Z, Z'-6,6',7,3 alpha-diligustili-de"
"2929","Z'-3,8-dihydro-6,6'7,3' alpha-diligustilide"
"2930","Z-6,8',7,3'-diligustilide"
"2931","ferulic acid"
"2932","levistolide A"
"2933","ligustilide"
"2934","pleuchiol"
"2935","beta-sitosterol"
"2936","beta-sitosterol"
"2937","daucosterol"
"2938","daucosterol"
"2939","ferulic acid"
"2940","kaempferol-3-O-(2"",4""-di-E-p-coumaroyl)-alpha-L-rhamnoside"
"2941","kaempferol-3-O-beta-D-galactoside"
"2942","levistolide A"
"2943","linoleic acid"
"2944","psoralen"
"2945","quercetin-3-O-beta-D-galactoside"
"2946","sucrose"
"2947","sucrose"
"2948","xiongterpene"
"2949","(Z, Z, Z)-9, 12, 15-Octadecatrienoic acid, ethyl ester"
"2950","n-Hexadecanoic acid"
"2951","Phytol"
"2952","boldine"
"2953","isoboldine"
"2954","laurotetanine"
"2955","magnocurarine"
"2956","N-ethoxycarbonyllaurotetanine"
"2957","N-methyllaurotetanine"
"2958","norboldine"
"2959","1-hexanol"
"2960","6,10,14-trimethyl-2-pentadecanone"
"2961","decanoic acid"
"2962","geranyl isovalerate"
"2963","germacrene D"
"2964","lauric acid"
"2965","25 (S) -ruscogenin 1-O-beta-D-xylopyranoside-3-O-alpha-L-rhamnopyranoside"
"2966","beta-sitosterol-3-O-beta-D-glucopyranosile"
"2967","diosgenin"
"2968","LP-A"
"2969","LP-B"
"2970","LP-C"
"2971","LP-D"
"2972","lupenone"
"2973","lupeol"
"2974","palmic acid"
"2975","ruscogenin"
"2976","ursolic acid"
"2977","(Z)-5-(trideca-4-enyl)resorcinol"
"2978","(Z,Z)-5-(trideca-4,7-dienyl)resorcinol"
"2979","(Z,Z,E)-5-(trideca-4,7,10-trienyl)resorcinol"
"2980","(Z,Z,Z)-5-(trideca-4,7,10-trienyl)resorcinol"
"2981","5-alkyl resorcinol"
"2982","3,5-dimethoxystilbene"
"2983","chiricanines A"
"2984","chiricanines B"
"2985","chiricanines C"
"2986","chiricanines D"
"2987","chiricanines E"
"2988","longistyline C"
"2989","longistyline D"
"2990","beta-sitosterol"
"2991","chlorogenic acid"
"2992","lonicerin"
"2993","luteilin-7-O-beta-D-galactoside"
"2994","quercetin"
"2995","rutin"
"2996","tetratriacontane"
"2997","7-O-ethyl-morroniside"
"2998","beta-sitosterol"
"2999","caffeic acid"
"3000","chlorogenic acid"
"3001","daucosterol "
"3002","loganic acid"
"3003","loganin"
"3004","morroniside"
"3005","scopoletin"
"3006","3,5-O-dicaffeoylquinic acid"
"3007","beta-sitosterol"
"3008","caffeic acid"
"3009","chlorogenic acid"
"3010","luteolin"
"3011","nonacosane"
"3012","nonacosanol"
"3013","palmitic acid"
"3014","quercetin"
"3015","casuarinines A"
"3016","casuarinines B"
"3017","casuarinines C"
"3018","casuarinines D"
"3019","casuarinines E"
"3020","casuarinines F"
"3021","casuarinines G"
"3022","casuarinines H"
"3023","casuarinines I"
"3024","casuarinines J"
"3025","carinatumin A"
"3026","carinatumin B"
"3027","carinatumin C"
"3028","Lycojapodine A"
"3029","lycobscurine A"
"3030","lycobscurine B"
"3031","lycobscurine C"
"3032","serratezomine D"
"3033","serratezomine E"
"3034","(+)-3?,6?-diacetyl-bulbispermine"
"3035","(+)-3?-hydroxy-6?-acetyl- bulbispermine"
"3036","(+)-3?-methoxy- 6?-acetylbulbispermine"
"3037","(+)-5,6-dehydrolycorine"
"3038","(+)-8,9-methylenedioxylhomolycorine-N-oxide"
"3039","(+)-homolycorine- N-oxide"
"3040","5,6-dihydro-5- methyl-2-hydroxyphenanthridine"
"3041","6-O-methylpretazettine"
"3042","9-O-demethylhomolycorine N-oxide"
"3043","apohaemanthamine"
"3044","haemanthamine"
"3045","homolycorine"
"3046","incartine"
"3047","ismine"
"3048","lycoranines A"
"3049","lycoranines B"
"3050","lycorenine"
"3051","O-methyllycorenine"
"3052","radiatine"
"3053","tazettine"
"3054","ungeremine"
"3055","vittatine"
"3056","2-(4-hydroxyphenyl)-1-nitroethane"
"3057","lysichitalexin"
"3058","2, 4, 6-trihydroxy acetophenone-2-O-glucopyranoside"
"3059","2-hydroxynaringenin-4'-O-glucopyranoside"
"3060","licochalcone B"
"3061","liquiritin apioside"
"3062","methyl-p-coumarate"
"3063","myricetrin"
"3064","naringenin 7-O-glucopyranoside"
"3065","quercetin-3, 3'-di- O-alpha-L-rhamnoside"
"3066","quercitrin"
"3067","rutin"
"3068","tetrahydroxymethoxy chalcone"
"3069","vaccihein A"
"3070","macagigantin"
"3071","broussoflavonol F"
"3072","diisoprenylaromadendrin"
"3073","glyasperin A"
"3074","macarecurvatin A"
"3075","macarecurvatin B"
"3076","macarhizinoidin A"
"3077","macarhizinoidin B"
"3078","methyl 4-isoprenyloxycinnamate"
"3079","macaranone A"
"3080","macaranone B"
"3081","macaranone C"
"3082","macaranone D"
"3083","kolavenol"
"3084","macaflavanone A"
"3085","macaflavanone B"
"3086","macaflavanone C"
"3087","macaflavanone D"
"3088","macaflavanone E"
"3089","macaflavanone F"
"3090","macaflavanone G"
"3091","nymphaeol C"
"3092","tanariflavanone C"
"3093","tanariflavanone D"
"3094","tanarifuranonol"
"3095","5,7-dihydroxycoumarin"
"3096","6-farnesyl-3',4',5,7-tetrahydroxyflavanone"
"3097","6-prenyl-3'-methoxyeriodictyol"
"3098","malaysianone A"
"3099","nymphaeol B"
"3100","nymphaeol C"
"3101","scopoletin"
"3102","Glucosinolates"
"3103","alpha-Terpineol"
"3104","Eucalyptol"
"3105","P-pinene"
"3106","surangin B"
"3107","1,3,7-trihydroxyxanthone"
"3108","1,6,7-trihydroxyxanthone"
"3109","1,7-dihydroxy-3-methoxyxanthone"
"3110","1,7-dihydroxyxanthone"
"3111","1,7-dimethoxy-6-hydroxyxanthone"
"3112","1,7-dimethoxyxanthone"
"3113","7-hydroxy-1-methoxyxanthone"
"3114","siamenol A"
"3115","siamenol B"
"3116","siamenol C"
"3117","siamenol D"
"3118","surangin D"
"3119","Surangins B"
"3120","surangins C"
"3121","theraphin B"
"3122","theraphin C"
"3123","alkaloids"
"3124","avicularin"
"3125","gallic acid"
"3126","hexacosanoic acid"
"3127","kaempferol"
"3128","quercetin"
"3129","1,2-Benzenedicarboxylic acid"
"3130","1,2-Benzenedicarboxylic acid, diisooctyl ester"
"3131","3, 7, 11, 15-Tetramethyl-2-hexadecen-1-o"
"3132","Cholest-5-en-3-ol, 24-propylidene-3, (3?)"
"3133","Eicosane, 2-methyl"
"3134","Heptacosane"
"3135","Nonadecane, 2-methyl"
"3136","Phytol"
"3137","Squalene"
"3138","Stigmasterol"
"3139","?-Sitosterol"
"3140","apigenin 7--beta-D-glucopyranoside"
"3141","luteolin"
"3142","luteolin 3'-O-beta-D-glucuronopyranoside"
"3143","luteolin 7--beta-D-glucopyranoside"
"3144","luteolin 7-O-beta-D-glucopyranoside-3'-Obeta-D-glucuronopyranoside"
"3145","luteolin 7-O-beta-D-glucuronopyranoside"
"3146","Demethyltenuicausine"
"3147","melodinine A"
"3148","melodinine B"
"3149","melodinine C"
"3150","melodinine D"
"3151","melodinine E"
"3152","melodinine F"
"3153","melodinine G"
"3154","melodinine J"
"3155","melodinine M"
"3156","melodinine N"
"3157","melodinine O"
"3158","melodinine P"
"3159","melodinine Q"
"3160","melodinine R"
"3161","melodinine S"
"3162","melodinine T"
"3163","melodinine U"
"3164","melosuavine A"
"3165","melosuavine B"
"3166","melosuavine C"
"3167","melosuavine D"
"3168","melosuavine E"
"3169","melosuavine F"
"3170","melosuavine G"
"3171","melosuavine H"
"3172","tenuicausine"
"3173","melodinine H"
"3174","melodinine I"
"3175","melodinine J"
"3176","melodinine K"
"3177","melodinine L"
"3178","isorhamnetin"
"3179","isorhamnetin-3-O-alpha-L-rhamnopyranoside"
"3180","isorhamnetin-3-O-beta-D-glucopyranoside"
"3181","isorhamnetin-3-O-rutinoside"
"3182","kaempferol"
"3183","kaempferol-3-O-alpha-L-rhamnopyranoside"
"3184","kaempferol-3-O-beta-D-glucopyranoside"
"3185","kaempferol-3-O-rutinoside"
"3186","quercetin"
"3187","quercetin-3-O-alpha-L-rhamnopyranoside"
"3188","quercetin-3-O-beta-D-glucopyranoside"
"3189","quercetin-3-O-rutinoside"
"3190","d-limonene"
"3191","oxathiane"
"3192","piperitenon"
"3193","piperiton oxide"
"3194","tripal"
"3195","alkaloids"
"3196","alkaloids"
"3197","alkaloids"
"3198","Alkaloids"
"3199","Leucoanthocyanin"
"3200","alkaloids"
"3201","6-methoxy-acacetin-8-C-?-glucoside"
"3202","apigenin"
"3203","chryseriol-7-O-rhamnoside"
"3204","lupeol acetate"
"3205","neochlorogenic acid"
"3206","quercetin"
"3207","quercetin-3-O-rutinoside"
"3208","rhamnetin"
"3209","rhamnetin-3-O-rutinoside"
"3210","?-amyrin"
"3211","?-amyrin"
"3212","?-sitosterol"
"3213","?-sitosterol-3-O-glucoside"
"3214","alpha-acetyl-amyrin"
"3215","cyclomorusin"
"3216","eudraflavone B hydroperoxide"
"3217","kuwanon S"
"3218","leachianone G"
"3219","moralbanone"
"3220","mulberroside C"
"3221","oxydihydromorusin"
"3222","1-deoxynojirimycin"
"3223","2-O-alpha-D-galactopyranosyl-1-deoxynojirimycin"
"3224","D-alpha-alanine"
"3225","D-aspartic acid"
"3226","dausterol"
"3227","fagomine"
"3228","kaempferol"
"3229","L-proline"
"3230","multicaulisin"
"3231","myo-inositol"
"3232","quercetin"
"3233","quercetin-7-O-beta-D-glucoside"
"3234","scopoletin"
"3235","alkaloids"
"3236","alpha-caryophyllene"
"3237","alpha-pinene"
"3238","caryophyllene oxide"
"3239","spathulenol"
"3240","bisgerayafoline A"
"3241","bisgerayafoline B"
"3242","bisgerayafoline C"
"3243","Alkaloides"
"3244","3,5,4'-trihydroxy-7,3'-dimethoxyflavone"
"3245","3,5,4'-trihydroxy-7-methoxyflavone"
"3246","beta-sitosterol"
"3247","chrysoerio"
"3248","daucosterol"
"3249","gallic acid"
"3250","gallic acid ethylester"
"3251","kaempferol"
"3252","quercetin"
"3253","quercetin-3-O-alpha-L-rhamnopyranoside"
"3254","rhamnetin"
"3255","beta-sitosterol"
"3256","caffeic acid"
"3257","chlorogenic acid"
"3258","daucosterol"
"3259","luteolin-7-O-beta-D-glucopyranoside"
"3260","quercetin"
"3261","quercetin-3-O-alpha-D-arabinofuranoside"
"3262","quercetin-3-O-alpha-D-arabinopyranoside"
"3263","quercetin-3-O-beta-D-glucopyranoside"
"3264","luteolin"
"3265","beta-sitosterol"
"3266","eugenol"
"3267","markhamioside F"
"3268","nepatanol"
"3269","nepedinol"
"3270","netidiol"
"3271","oleanolic acid"
"3272","thymoquinone"
"3273","ursolic acid"
"3274","(E)-beta-farnesene"
"3275","(E)-beta-ocimene"
"3276","1,8-cineole"
"3277","4aalpha,7alpha,7aalpha-nepetalactone"
"3278","4aalpha,7beta,7aalpha-nepetalactone"
"3279","beta-pinene"
"3280","dihydro"
"3281","epinepetalactone"
"3282","germacrene D"
"3283","neonepetalactone"
"3284","Nepetalactone"
"3285","nervilifordin A"
"3286","nervilifordin B"
"3287","nervilifordin C"
"3288","nervilifordin D"
"3289","nervilifordin E"
"3290","alkaloids"
"3291","nicotphenol A"
"3292","nicotphenol B"
"3293","nicotphenol C"
"3294","Nigelloside A"
"3295","Nigelloside B"
"3296","Nigelloside C"
"3297","Nigelloside D"
"3298","fuzitine"
"3299","Nigeglanine"
"3300","alpha-hederin"
"3301","carvacrol"
"3302","dithymoquinone"
"3303","nigellicine"
"3304","nigellidine"
"3305","Nigellidine 4-O-sulfite"
"3306","thymohydroquinone"
"3307","thymol"
"3308","thymoquinone"
"3309","(S)-naringenin 5-O-beta-D-glucoside"
"3310","24-methylenecholesterol palmitate"
"3311","2S,3S,4S-trihydroxypentanoic acid"
"3312","4alpha-methyl-5alpha-ergosta-7,24(28)-diene-3beta,4beta-diol"
"3313","4-methoxybenzoic acid"
"3314","beta-sitosterol"
"3315","beta-sitosterol palmitate"
"3316","ethyl gallate"
"3317","gallic acid"
"3318","isosalipurposide"
"3319","kaempferol 3-O-(3''-O-acetyl)-alpha-L-rhamnoside"
"3320","kaempferol 3-O-beta-D-glucoside"
"3321","myricetin 3-O-(3''-O-acetyl)-alpha-L-rhamnoside"
"3322","myricetin 3-O-alpha-L-rhamnoside"
"3323","myricetin 3-O-beta-D-glucoside"
"3324","naringenin"
"3325","p-coumaric acid"
"3326","quercetin 3-O-(3''-O-acetyl)-alpha-L-rhamnoside"
"3327","quercetin 3-O-alpha-L-rhamnoside"
"3328","quercetin 3-O-beta-D-glucoside"
"3329","kaempferol"
"3330","kaempferol 3-O-(2''-O-galloylrutinoside)"
"3331","kaempferol 3-O-alpha-l-rhamnopyranoside"
"3332","kaempferol 3-O-alpha-l-rhamnopyranosylglucopyranoside"
"3333","kaempferol 3-O-beta-D-glucopyranoside"
"3334","kaempferol 7-O-beta-D-glucopyranoside 3-(O-alpha-l-rhamnopyranosylglucopyranoside)"
"3335","myricetin"
"3336","myricetin 3'-O-beta-D-xylopyranoside"
"3337","quercetin"
"3338","quercetin 3-O-beta-D-xylopyranoside"
"3339","icariside E"
"3340","kaempferol 3-O-alpha-l-rhamnopyranoside"
"3341","myricetin 3-O-(6' '-O-acetyl)-beta-d-galactopyranoside"
"3342","myricetin 3-O-beta-d-galactopyranoside"
"3343","myricitrin"
"3344","nymphaeoside A"
"3345","quercetin 3-O-(6' '-O-acetyl)-beta-d-galactopyranoside"
"3346","quercetin 3-O-alpha-l-rhamnopyranoside"
"3347","15,16-dihydro-16-hydroperoxyplukenetione"
"3348","mammea A/AA cyclo F"
"3349","mammea A/AB cyclo D"
"3350","mammea A/AB cyclo F"
"3351","mammea A/AC cyclo F"
"3352","mammea A/AD cyclo D"
"3353","ochrocarpin A"
"3354","ochrocarpin B"
"3355","ochrocarpin C"
"3356","ochrocarpin D"
"3357","ochrocarpin E"
"3358","ochrocarpin F"
"3359","ochrocarpin G"
"3360","ochrocarpinone A"
"3361","ochrocarpinone B"
"3362","ochrocarpinone C"
"3363","Alkaloids"
"3364","Leucoanthocyanin"
"3365","(8'Z)-1,3-dihydroxy-5-[14'-(3' ',5' '-dihydroxyphenyl)-8'-tetradecen-1'-yl]benzene"
"3366","(8'Z)-1,3-dihydroxy-5-[16'-(3' ',5' '-dihydroxyphenyl)-8'-hexadecen-1'-yl]benzene"
"3367","oncostemonol A"
"3368","oncostemonol B"
"3369","oncostemonol C"
"3370","oncostemonol D"
"3371","oncostemonol E"
"3372","oncostemonol F"
"3373","oncostemonol G"
"3374","oncostemonol H"
"3375","7-dihy-droxy-6-methyl-3-(4'-hydroxybenzyl) chroman-4-one"
"3376","beta-sitosterol"
"3377","daucosterol"
"3378","dioscin"
"3379","diosgenin"
"3380","glucose"
"3381","kaempferol-3-O-(6""-acetyl) -beta-D-glucopyranosides"
"3382","kaempferol-3-O-(6""-tigloyl) -beta-D-glucopyranosides"
"3383","kaempferol-3-O-beta-D-glucopyranosides"
"3384","luteolin"
"3385","ophiopogonin C'"
"3386","oleanolic acid"
"3387","origanol A"
"3388","origanol B"
"3389","triacontanol"
"3390","ursolic acid"
"3391","?-sitosterol"
"3392","beta-sitosterol"
"3393","caffeic acid"
"3394","daucosterol"
"3395","D-mannitol"
"3396","protocatechuic aldehyde"
"3397","succinic acid"
"3398","alkaloids"
