INPUT,FOUND_BY,DTXSID,PREFERRED_NAME,INCHIKEY,SMILES,INCHI_STRING,MOLECULAR_FORMULA,MONOISOTOPIC_MASS,QC_LEVEL,EXPOCAST_MEDIAN_EXPOSURE_PREDICTION_MG/KG-BW/DAY,EXPOCAST,NHANES,TOXVAL_DATA,TOXCAST_PERCENT_ACTIVE,TOXCAST_NUMBER_OF_ASSAYS/TOTAL,MS_READY_SMILES,QSAR_READY_SMILES,NUMBER_OF_PUBMED_ARTICLES,PUBCHEM_DATA_SOURCES,CPDAT_COUNT,IRIS_LINK,PPRTV_LINK,WIKIPEDIA_ARTICLE,QC_NOTES,ACTOR_REPORT,BIOCONCENTRATION_FACTOR_TEST_PRED,BOILING_POINT_DEGC_TEST_PRED,48HR_DAPHNIA_LC50_MOL/L_TEST_PRED,DENSITY_G/CM^3_TEST_PRED,DEVTOX_TEST_PRED,96HR_FATHEAD_MINNOW_MOL/L_TEST_PRED,FLASH_POINT_DEGC_TEST_PRED,MELTING_POINT_DEGC_TEST_PRED,AMES_MUTAGENICITY_TEST_PRED,ORAL_RAT_LD50_MOL/KG_TEST_PRED,SURFACE_TENSION_DYN/CM_TEST_PRED,THERMAL_CONDUCTIVITY_MW/(M*K)_TEST_PRED,TETRAHYMENA_PYRIFORMIS_IGC50_MOL/L_TEST_PRED,VISCOSITY_CP_CP_TEST_PRED,VAPOR_PRESSURE_MMHG_TEST_PRED,WATER_SOLUBILITY_MOL/L_TEST_PRED,ATMOSPHERIC_HYDROXYLATION_RATE_(AOH)_CM3/MOLECULE*SEC_OPERA_PRED,BIOCONCENTRATION_FACTOR_OPERA_PRED,BIODEGRADATION_HALF_LIFE_DAYS_DAYS_OPERA_PRED,BOILING_POINT_DEGC_OPERA_PRED,HENRYS_LAW_ATM-M3/MOLE_OPERA_PRED,OPERA_KM_DAYS_OPERA_PRED,OCTANOL_AIR_PARTITION_COEFF_LOGKOA_OPERA_PRED,SOIL_ADSORPTION_COEFFICIENT_KOC_L/KG_OPERA_PRED,OCTANOL_WATER_PARTITION_LOGP_OPERA_PRED,MELTING_POINT_DEGC_OPERA_PRED,VAPOR_PRESSURE_MMHG_OPERA_PRED,WATER_SOLUBILITY_MOL/L_OPERA_PRED
IKGXIBQEEMLURG-NVPNHPEKSA-N,InChIKey,DTXSID3022326,Rutin,IKGXIBQEEMLURG-NVPNHPEKSA-N,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(OC4=C(C(O)=CC(O)=C4)C3=O)C3=CC(O)=C(O)C=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,"InChI=1S/C27H30O16/c1-8-17(32)20(35)22(37)26(40-8)39-7-15-18(33)21(36)23(38)27(42-15)43-25-19(34)16-13(31)5-10(28)6-14(16)41-24(25)9-2-3-11(29)12(30)4-9/h2-6,8,15,17-18,20-23,26-33,35-38H,7H2,1H3/t8-,15+,17-,18+,20+,21-,22+,23+,26+,27-/m0/s1",C27H30O16,610.1533849,DSSTox_High,9.33E-07,Y,-,Y,9.79,23/235,CC1OC(OCC2OC(OC3=C(OC4=C(C(O)=CC(O)=C4)C3=O)C3=CC(O)=C(O)C=C3)C(O)C(O)C2O)C(O)C(O)C1O,CC1OC(OCC2OC(OC3=C(OC4=C(C(O)=CC(O)=C4)C3=O)C3=CC(O)=C(O)C=C3)C(O)C(O)C2O)C(O)C(O)C1O,2841,146,1,-,-,-,-,Y,-,803.95,9.07821E-05,1.956,0.717,-,412.333,273.347,0.029,0.00537032,-,-,-,-,1.37088E-17,0.0180717,2.50746E-11,3.8939,146.539,371.601,1.98072E-11,0.451518,9.60073,984.979,-0.134141,224.017,2.24773E-09,0.0333593
OZNMEZAXFKUCPN-UHFFFAOYSA-N,NO_MATCH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ZASFHSAGASJGRN-UHFFFAOYSA-N,InChIKey,DTXSID90181918,"4H-1-Benzopyran-4-one, 2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-8-methoxy-",ZASFHSAGASJGRN-UHFFFAOYSA-N,COC1=C(O)C=C(O)C2=C1OC(=C(O)C2=O)C1=CC(O)=C(O)C=C1,"InChI=1S/C16H12O8/c1-23-15-10(20)5-9(19)11-12(21)13(22)14(24-16(11)15)6-2-3-7(17)8(18)4-6/h2-5,17-20,22H,1H3",C16H12O8,332.0532173,Public_Medium,-,-,-,-,-,-,COc1c(O)cc(O)c2C(=O)C(=O)C(Oc12)c1ccc(O)c(O)c1,COc1c(O)cc(O)c2C(=O)C(=O)C(Oc12)c1ccc(O)c(O)c1,-,23,-,-,-,-,Loaded based on no conflicts with this data in chemid and pubchem,Y,5.74116,519.558,2.23357E-05,1.714,0.681,1.87068E-06,269.667,308.873,0.581,0.0022182,-,-,0.000157036,-,1.84502E-11,0.000736207,1.38238E-11,4.18143,34.8621,381.553,1.61524E-11,0.142242,9.41283,159.23,1.22914,300.7,3.29915E-09,0.000320528
KZJWDPNRJALLNS-VJSFXXLFSA-N,InChIKey,DTXSID5022481,beta-Sitosterol,KZJWDPNRJALLNS-VJSFXXLFSA-N,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,"InChI=1S/C29H50O/c1-7-21(19(2)3)9-8-20(4)25-12-13-26-24-11-10-22-18-23(30)14-16-28(22,5)27(24)15-17-29(25,26)6/h10,19-21,23-27,30H,7-9,11-18H2,1-6H3/t20-,21-,23+,24+,25-,26+,27+,28+,29-/m1/s1",C29H50O,414.3861662,DSSTox_Low,7.23E-07,Y,-,Y,0.0,0/82,CCC(CCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C)C(C)C,CCC(CCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C)C(C)C,2175,162,-,-,-,Y,-,Y,785.236,408.379,9.18333E-07,0.899,0.963,1.40281E-07,213.344,128.118,0.226,0.00215774,37.034,-,-,-,3.06196E-08,1.38676E-07,3.10916E-11,729.105,256.191,390.842,4.77227E-08,13.739,10.3464,58813.2,9.22714,143.458,1.88174E-08,2.91967E-06
IQPNAANSBPBGFQ-UHFFFAOYSA-N,InChIKey,DTXSID4074988,Luteolin,IQPNAANSBPBGFQ-UHFFFAOYSA-N,OC1=CC(O)=C2C(=O)C=C(OC2=C1)C1=CC(O)=C(O)C=C1,"InChI=1S/C15H10O6/c16-8-4-11(19)15-12(20)6-13(21-14(15)5-8)7-1-2-9(17)10(18)3-7/h1-6,16-19H",C15H10O6,286.047738,Public_High,-,-,-,-,-,-,OC1=CC(O)=C2C(=O)C=C(OC2=C1)C1=CC(O)=C(O)C=C1,OC1=CC(O)=C2C(=O)C=C(OC2=C1)C1=CC(O)=C(O)C=C1,1188,245,-,-,-,Y,SRS/ChemID matched; SRS trust index 2,Y,10.5196,465.468,8.91251E-06,1.658,0.726,2.15278E-06,251.706,306.732,0.49,0.00555904,-,-,5.06991E-05,43.5512,2.69153E-10,0.000859014,1.78683E-11,4.93467,44.3869,380.15,1.21437E-10,0.295473,9.40105,388.553,2.52897,280.774,1.6974E-09,0.00041816
RGHHSNMVTDWUBI-UHFFFAOYSA-N,InChIKey,DTXSID8059552,p-Hydroxybenzaldehyde,RGHHSNMVTDWUBI-UHFFFAOYSA-N,OC1=CC=C(C=O)C=C1,"InChI=1S/C7H6O2/c8-5-6-1-3-7(9)4-2-6/h1-5,9H",C7H6O2,122.0367794,Public_High,3.75E-06,Y,-,Y,-,-,OC1=CC=C(C=O)C=C1,OC1=CC=C(C=O)C=C1,117,239,-,-,-,Y,SRS/ChemID matched; SRS trust index 3,Y,-,233.799,5.01187E-05,1.238,0.205,0.000130317,106.175,79.79,0.115,0.00944061,42.42,158.109,0.00115345,5.47016,0.0150661,0.0190546,2.79486E-11,5.61183,4.09602,307.295,5.12421E-10,0.250929,6.27732,46.2846,1.34761,116.757,0.000113574,0.0931177
REFJWTPEDVJJIY-UHFFFAOYSA-N,InChIKey,DTXSID4021218,Quercetin,REFJWTPEDVJJIY-UHFFFAOYSA-N,OC1=CC2=C(C(O)=C1)C(=O)C(O)=C(O2)C1=CC(O)=C(O)C=C1,"InChI=1S/C15H10O7/c16-7-4-10(19)12-11(5-7)22-15(14(21)13(12)20)6-1-2-8(17)9(18)3-6/h1-5,16-19,21H",C15H10O7,302.0426527,DSSTox_Low,-,Y,-,Y,22.33,203/909,OC1=CC2=C(C(O)=C1)C(=O)C(=O)C(O2)C1=CC(O)=C(O)C=C1,OC1=CC2=C(C(O)=C1)C(=O)C(=O)C(O2)C1=CC(O)=C(O)C=C1,7110,404,-,-,-,Y,-,Y,3.53183,499.493,0.000011885,1.703,0.619,2.19786E-06,259.237,320.577,0.723,0.0057544,-,-,0.00012106,-,4.90908E-11,0.00107152,1.38532E-11,4.32179,44.4792,380.838,1.74425E-11,0.160931,9.40584,264.498,1.23963,316.443,4.55848E-09,0.00222286
QCDYQQDYXPDABM-UHFFFAOYSA-N,InChIKey,DTXSID9048354,"1,3,5-Trihydroxybenzene",QCDYQQDYXPDABM-UHFFFAOYSA-N,OC1=CC(O)=CC(O)=C1,"InChI=1S/C6H6O3/c7-4-1-5(8)3-6(9)2-4/h1-3,7-9H",C6H6O3,126.0316941,DSSTox_Low,5.28E-07,Y,-,Y,-,-,OC1=CC(O)=CC(O)=C1,OC1=CC(O)=CC(O)=C1,1260,164,7,-,-,Y,-,Y,4.18794,295.177,0.000111173,1.386,0.384,0.000251768,150.765,149.864,0.221,0.00758578,42.116,173.561,0.00097499,11.9674,0.000167494,0.562341,2.53676E-11,6.29969,10.6151,293.601,2.25736E-08,0.110162,7.25859,42.2488,0.164614,218.212,0.000193397,0.0843986
VCLACNNZBMRRES-UHFFFAOYSA-N,NO_MATCH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
DFYRUELUNQRZTB-UHFFFAOYSA-N,InChIKey,DTXSID7060097,Acetovanillone,DFYRUELUNQRZTB-UHFFFAOYSA-N,COC1=CC(=CC=C1O)C(C)=O,"InChI=1S/C9H10O3/c1-6(10)7-3-4-8(11)9(5-7)12-2/h3-5,11H,1-2H3",C9H10O3,166.0629942,Public_High,4.94E-06,Y,-,Y,-,-,COC1=CC(=CC=C1O)C(C)=O,COC1=CC(=CC=C1O)C(C)=O,762,182,-,-,-,Y,SRS/ChemID matched; SRS trust index 3,Y,5.06991,269.356,0.00012388,1.144,0.785,0.000199067,112.545,76.492,0.001,0.00379315,40.778,151.273,0.000665273,11.9674,0.0043451,0.0231206,1.22215E-11,7.02795,3.51526,296.949,2.04723E-09,0.105989,7.76299,124.444,1.26092,114.504,1.02299E-05,0.0300372
IYRMWMYZSQPJKC-UHFFFAOYSA-N,InChIKey,DTXSID7020768,Kaempferol,IYRMWMYZSQPJKC-UHFFFAOYSA-N,OC1=CC=C(C=C1)C1=C(O)C(=O)C2=C(O1)C=C(O)C=C2O,"InChI=1S/C15H10O6/c16-8-3-1-7(2-4-8)15-14(20)13(19)12-10(18)5-9(17)6-11(12)21-15/h1-6,16-18,20H",C15H10O6,286.047738,DSSTox_High,-,Y,-,Y,21.38,96/449,OC1=CC=C(C=C1)C1OC2=C(C(O)=CC(O)=C2)C(=O)C1=O,OC1=CC=C(C=C1)C1OC2=C(C(O)=CC(O)=C2)C(=O)C1=O,937,230,1,-,-,Y,-,Y,8.03526,472.895,1.26474E-05,1.661,0.757,4.47713E-06,244.478,282.221,0.624,0.00704693,-,-,3.68129E-05,44.2588,2.83139E-10,0.000714496,1.38497E-11,20.3412,19.3278,397.711,8.94663E-11,0.284149,9.26089,307.188,2.15774,277.009,3.09687E-10,0.000708386
SOSLMHZOJATCCP-AEIZVZFYSA-N,InChIKey,DTXSID50197459,Afzelin,SOSLMHZOJATCCP-AEIZVZFYSA-N,C[C@@H]1O[C@@H](OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC=C(O)C=C2)[C@H](O)[C@H](O)[C@H]1O,"InChI=1S/C21H20O10/c1-8-15(25)17(27)18(28)21(29-8)31-20-16(26)14-12(24)6-11(23)7-13(14)30-19(20)9-2-4-10(22)5-3-9/h2-8,15,17-18,21-25,27-28H,1H3/t8-,15-,17+,18+,21-/m0/s1",C21H20O10,432.1056468,Public_Medium,-,-,-,-,-,-,CC1OC(OC2=C(Oc3cc(O)cc(O)c3C2=O)c2ccc(O)cc2)C(O)C(O)C1O,CC1OC(OC2=C(Oc3cc(O)cc(O)c3C2=O)c2ccc(O)cc2)C(O)C(O)C1O,16,61,-,-,-,Y,Loaded based on no conflicts with this data in chemid and pubchem,Y,17.9473,605.567,4.27563E-05,1.771,0.613,1.79887E-06,333.104,228.981,0.383,0.00385478,-,-,-,-,3.1842E-13,0.00217771,1.76377E-11,5.53867,87.7565,379.765,1.46747E-11,0.308578,9.53028,106.297,1.53657,200.633,1.99124E-09,0.00549161
OFFJUHSISSNBNT-NZWHLKEESA-N,NO_MATCH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
KZNIFHPLKGYRTM-UHFFFAOYSA-N,InChIKey,DTXSID6022391,Apigenin,KZNIFHPLKGYRTM-UHFFFAOYSA-N,OC1=CC=C(C=C1)C1=CC(=O)C2=C(O1)C=C(O)C=C2O,"InChI=1S/C15H10O5/c16-9-3-1-8(2-4-9)13-7-12(19)15-11(18)5-10(17)6-14(15)20-13/h1-7,16-18H",C15H10O5,270.0528234,DSSTox_Low,5.27E-07,Y,-,-,37.21,176/473,OC1=CC=C(C=C1)C1=CC(=O)C2=C(O1)C=C(O)C=C2O,OC1=CC=C(C=C1)C1=CC(=O)C2=C(O1)C=C(O)C=C2O,1470,312,-,-,-,Y,-,Y,17.0608,440.286,0.000011995,1.539,0.798,2.73527E-06,229.35,273.196,0.196,0.00696626,-,-,3.40408E-05,40.4576,3.11889E-09,0.000615177,1.62691E-11,41.2937,19.3218,396.251,1.04365E-10,0.285945,9.24586,546.621,3.0195,347,1.32659E-09,0.000171705
KZJWDPNRJALLNS-VJSFXXLFSA-N,InChIKey,DTXSID5022481,beta-Sitosterol,KZJWDPNRJALLNS-VJSFXXLFSA-N,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,"InChI=1S/C29H50O/c1-7-21(19(2)3)9-8-20(4)25-12-13-26-24-11-10-22-18-23(30)14-16-28(22,5)27(24)15-17-29(25,26)6/h10,19-21,23-27,30H,7-9,11-18H2,1-6H3/t20-,21-,23+,24+,25-,26+,27+,28+,29-/m1/s1",C29H50O,414.3861662,DSSTox_Low,7.23E-07,Y,-,Y,0.0,0/82,CCC(CCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C)C(C)C,CCC(CCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C)C(C)C,2175,162,-,-,-,Y,-,Y,785.236,408.379,9.18333E-07,0.899,0.963,1.40281E-07,213.344,128.118,0.226,0.00215774,37.034,-,-,-,3.06196E-08,1.38676E-07,3.10916E-11,729.105,256.191,390.842,4.77227E-08,13.739,10.3464,58813.2,9.22714,143.458,1.88174E-08,2.91967E-06
IRHTZOCLLONTOC-UHFFFAOYSA-N,InChIKey,DTXSID3027162,1-Hexacosanol,IRHTZOCLLONTOC-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCCCCCCCCO,"InChI=1S/C26H54O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-27/h27H,2-26H2,1H3",C26H54O,382.4174664,DSSTox_Low,1.15E-04,Y,-,Y,-,-,CCCCCCCCCCCCCCCCCCCCCCCCCCO,CCCCCCCCCCCCCCCCCCCCCCCCCCO,25,87,1,-,-,Y,-,Y,33.8065,418.418,3.74111E-06,0.785,0.709,4.42588E-08,190.366,60.835,-0.036,0.0305492,31.887,162.767,1.31522E-08,42.9536,1.38038E-09,2.4322E-07,1.66936E-11,156.741,122.982,400.228,5.68005E-08,0.974819,10.3611,10203.4,9.28977,80.023,2.56953E-08,1.98545E-07
IYRMWMYZSQPJKC-UHFFFAOYSA-N,InChIKey,DTXSID7020768,Kaempferol,IYRMWMYZSQPJKC-UHFFFAOYSA-N,OC1=CC=C(C=C1)C1=C(O)C(=O)C2=C(O1)C=C(O)C=C2O,"InChI=1S/C15H10O6/c16-8-3-1-7(2-4-8)15-14(20)13(19)12-10(18)5-9(17)6-11(12)21-15/h1-6,16-18,20H",C15H10O6,286.047738,DSSTox_High,-,Y,-,Y,21.38,96/449,OC1=CC=C(C=C1)C1OC2=C(C(O)=CC(O)=C2)C(=O)C1=O,OC1=CC=C(C=C1)C1OC2=C(C(O)=CC(O)=C2)C(=O)C1=O,937,230,1,-,-,Y,-,Y,8.03526,472.895,1.26474E-05,1.661,0.757,4.47713E-06,244.478,282.221,0.624,0.00704693,-,-,3.68129E-05,44.2588,2.83139E-10,0.000714496,1.38497E-11,20.3412,19.3278,397.711,8.94663E-11,0.284149,9.26089,307.188,2.15774,277.009,3.09687E-10,0.000708386
KQMVAGISDHMXJJ-UHFFFAOYSA-N,InChIKey,DTXSID3022530,Prunetin,KQMVAGISDHMXJJ-UHFFFAOYSA-N,COC1=CC(O)=C2C(=O)C(=COC2=C1)C1=CC=C(O)C=C1,"InChI=1S/C16H12O5/c1-20-11-6-13(18)15-14(7-11)21-8-12(16(15)19)9-2-4-10(17)5-3-9/h2-8,17-18H,1H3",C16H12O5,284.0684735,DSSTox_Low,1.49E-07,Y,-,-,-,-,COC1=CC(O)=C2C(=O)C(=COC2=C1)C1=CC=C(O)C=C1,COC1=CC(O)=C2C(=O)C(=COC2=C1)C1=CC=C(O)C=C1,18,108,-,-,-,Y,-,Y,22.2331,433.754,4.56037E-05,1.462,0.888,2.11836E-06,213.308,231.94,0.193,0.000454988,-,-,4.18794E-05,53.2108,1.84927E-09,0.00034435,1.78484E-11,62.5303,6.60677,404.894,2.62382E-10,0.326528,9.23413,367.325,3.18191,239.361,3.36085E-09,0.000171064
REFJWTPEDVJJIY-UHFFFAOYSA-N,InChIKey,DTXSID4021218,Quercetin,REFJWTPEDVJJIY-UHFFFAOYSA-N,OC1=CC2=C(C(O)=C1)C(=O)C(O)=C(O2)C1=CC(O)=C(O)C=C1,"InChI=1S/C15H10O7/c16-7-4-10(19)12-11(5-7)22-15(14(21)13(12)20)6-1-2-8(17)9(18)3-6/h1-5,16-19,21H",C15H10O7,302.0426527,DSSTox_Low,-,Y,-,Y,22.33,203/909,OC1=CC2=C(C(O)=C1)C(=O)C(=O)C(O2)C1=CC(O)=C(O)C=C1,OC1=CC2=C(C(O)=C1)C(=O)C(=O)C(O2)C1=CC(O)=C(O)C=C1,7110,404,-,-,-,Y,-,Y,3.53183,499.493,0.000011885,1.703,0.619,2.19786E-06,259.237,320.577,0.723,0.0057544,-,-,0.00012106,-,4.90908E-11,0.00107152,1.38532E-11,4.32179,44.4792,380.838,1.74425E-11,0.160931,9.40584,264.498,1.23963,316.443,4.55848E-09,0.00222286
OVSQVDMCBVZWGM-QSOFNFLRSA-M,NO_MATCH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GDVRUDXLQBVIKP-HQHREHCSSA-N,InChIKey,DTXSID00928396,"1-O-(3,4,5-Trihydroxybenzoyl)hexopyranose",GDVRUDXLQBVIKP-HQHREHCSSA-N,[H][C@]1(CO)O[C@@]([H])(OC(=O)C2=CC(O)=C(O)C(O)=C2)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O,"InChI=1S/C13H16O10/c14-3-7-9(18)10(19)11(20)13(22-7)23-12(21)4-1-5(15)8(17)6(16)2-4/h1-2,7,9-11,13-20H,3H2/t7-,9-,10+,11-,13+/m1/s1",C13H16O10,332.0743467,Public_Low,-,-,-,-,-,-,OCC1OC(OC(=O)C2=CC(O)=C(O)C(O)=C2)C(O)C(O)C1O,OCC1OC(OC(=O)C2=CC(O)=C(O)C(O)=C2)C(O)C(O)C1O,-,-,-,-,-,-,-,Y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.73523E-11,1.85992,6.19862,350.458,1.7663E-11,0.142379,9.54678,90.4473,-1.45599,157.822,5.41013E-11,0.052739
MDZKJHQSJHYOHJ-LLICELPBSA-N,InChIKey,DTXSID30905074,Maslinic acid,MDZKJHQSJHYOHJ-LLICELPBSA-N,[H][C@@]12CC(C)(C)CC[C@@]1(CC[C@]1(C)C2=CC[C@]2([H])[C@@]3(C)C[C@@H](O)[C@H](O)C(C)(C)[C@]3([H])CC[C@@]12C)C(O)=O,"InChI=1S/C30H48O4/c1-25(2)12-14-30(24(33)34)15-13-28(6)18(19(30)16-25)8-9-22-27(5)17-20(31)23(32)26(3,4)21(27)10-11-29(22,28)7/h8,19-23,31-32H,9-17H2,1-7H3,(H,33,34)/t19-,20+,21-,22+,23-,27-,28+,29+,30-/m0/s1",C30H48O4,472.35526,DSSTox_Low,-,-,-,-,-,-,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(C)C5CCC34C)C2C1)C(O)=O,CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(C)C5CCC34C)C2C1)C(O)=O,-,-,-,-,-,Y,-,Y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.55935E-11,37.4186,335.055,391.827,1.34052E-08,2.33473,9.39509,73420.9,3.32285,277.003,2.01513E-09,5.64945E-05
HFGSQOYIOKBQOW-ZSDYHTTISA-N,InChIKey,DTXSID70904142,Corosolic acid,HFGSQOYIOKBQOW-ZSDYHTTISA-N,[H][C@@]12[C@@H](C)[C@H](C)CC[C@@]1(CC[C@]1(C)C2=CC[C@]2([H])[C@@]3(C)C[C@@H](O)[C@H](O)C(C)(C)[C@]3([H])CC[C@@]12C)C(O)=O,"InChI=1S/C30H48O4/c1-17-10-13-30(25(33)34)15-14-28(6)19(23(30)18(17)2)8-9-22-27(5)16-20(31)24(32)26(3,4)21(27)11-12-29(22,28)7/h8,17-18,20-24,31-32H,9-16H2,1-7H3,(H,33,34)/t17-,18+,20-,21+,22-,23+,24+,27+,28-,29-,30+/m1/s1",C30H48O4,472.35526,Public_Low,-,-,-,-,-,-,CC1CCC2(CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(C)C5CCC34C)C2C1C)C(O)=O,CC1CCC2(CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(C)C5CCC34C)C2C1C)C(O)=O,-,-,-,-,-,Y,-,Y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.55975E-11,36.9489,256.84,391.839,1.30017E-08,2.37392,9.39381,73476.1,2.98661,276.991,2.01269E-09,5.71156E-05
JXSVIVRDWWRQRT-UYDOISQJSA-N,InChIKey,DTXSID901019207,Asiatic acid,JXSVIVRDWWRQRT-UYDOISQJSA-N,[H][C@@]12CC[C@]3(C)[C@]([H])(CC=C4[C@]5([H])[C@@H](C)[C@H](C)CC[C@@]5(CC[C@@]34C)C(O)=O)[C@@]1(C)C[C@@H](O)[C@H](O)[C@@]2(C)CO,"InChI=1S/C30H48O5/c1-17-9-12-30(25(34)35)14-13-28(5)19(23(30)18(17)2)7-8-22-26(3)15-20(32)24(33)27(4,16-31)21(26)10-11-29(22,28)6/h7,17-18,20-24,31-33H,8-16H2,1-6H3,(H,34,35)/t17-,18+,20-,21-,22-,23+,24+,26+,27+,28-,29-,30+/m1/s1",C30H48O5,488.3501746,DSSTox_Low,-,-,-,-,-,-,CC1CCC2(CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(CO)C5CCC34C)C2C1C)C(O)=O,CC1CCC2(CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(CO)C5CCC34C)C2C1C)C(O)=O,-,-,1,-,-,-,-,Y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.44329E-11,24.5182,256.469,390.105,1.35441E-08,0.593522,9.45353,73725.4,2.73273,266.052,4.39283E-10,7.69196E-05
BDCDNTVZSILEOY-UXYNSRGZSA-N,InChIKey,DTXSID60205832,Avicularin,BDCDNTVZSILEOY-UXYNSRGZSA-N,OC[C@@H]1O[C@@H](OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C=C2)[C@H](O)[C@H]1O,"InChI=1S/C20H18O11/c21-6-13-15(26)17(28)20(30-13)31-19-16(27)14-11(25)4-8(22)5-12(14)29-18(19)7-1-2-9(23)10(24)3-7/h1-5,13,15,17,20-26,28H,6H2/t13-,15-,17+,20-/m0/s1",C20H18O11,434.0849114,Public_Medium,-,-,-,-,-,-,OCC1OC(OC2=C(Oc3cc(O)cc(O)c3C2=O)c2ccc(O)c(O)c2)C(O)C1O,OCC1OC(OC2=C(Oc3cc(O)cc(O)c3C2=O)c2ccc(O)c(O)c2)C(O)C1O,21,60,-,-,-,Y,Loaded based on no conflicts with this data in chemid and pubchem,Y,1.27057,647.314,3.56451E-05,1.872,0.589,9.2045E-07,336.328,254.871,0.531,0.00197242,-,-,-,-,4.4978E-14,0.0028119,1.76193E-11,2.2771,86.8612,372.747,1.59524E-11,0.143316,9.55498,104.845,1.58011,178.872,1.59127E-09,0.00870285
KZJWDPNRJALLNS-VJSFXXLFSA-N,InChIKey,DTXSID5022481,beta-Sitosterol,KZJWDPNRJALLNS-VJSFXXLFSA-N,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,"InChI=1S/C29H50O/c1-7-21(19(2)3)9-8-20(4)25-12-13-26-24-11-10-22-18-23(30)14-16-28(22,5)27(24)15-17-29(25,26)6/h10,19-21,23-27,30H,7-9,11-18H2,1-6H3/t20-,21-,23+,24+,25-,26+,27+,28+,29-/m1/s1",C29H50O,414.3861662,DSSTox_Low,7.23E-07,Y,-,Y,0.0,0/82,CCC(CCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C)C(C)C,CCC(CCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C)C(C)C,2175,162,-,-,-,Y,-,Y,785.236,408.379,9.18333E-07,0.899,0.963,1.40281E-07,213.344,128.118,0.226,0.00215774,37.034,-,-,-,3.06196E-08,1.38676E-07,3.10916E-11,729.105,256.191,390.842,4.77227E-08,13.739,10.3464,58813.2,9.22714,143.458,1.88174E-08,2.91967E-06
